Meter
0,0,0
0,0,3000
0,0,7500
0,0,13500
750,200.9618943,16397.77748
2698.557159,1325.961894,20294.8918
4647.114317,2450.961894,24192.00611
6238.104575,4041.952152,28089.12043
7829.094832,5632.94241,31986.23475
9420.08509,7223.932667,35883.34906
11011.07535,8814.922925,39780.46338
12778.8423,10582.68988,44110.5904
15278.8423,13082.68988,47646.12431
17778.8423,15582.68988,51181.65821
20278.8423,18082.68988,54717.19212
22778.8423,20582.68988,58252.72602
25840.70448,23644.55206,60752.72602
27677.82179,25481.66936,62252.72602
29514.93909,27318.78667,63752.72602
31352.0564,29155.90398,65252.72602
34425.61356,32229.46114,66417.41173
37499.17072,35303.01829,67582.09743
40572.72788,38376.57545,68746.78313
43646.28503,41450.13261,69911.46884
45819.61814,45214.45598,71076.15454
47992.95125,48978.77935,72240.84024
50166.28436,52743.10271,73405.52594
53239.84152,55816.65987,74570.21165
56313.39868,58890.21703,75734.89735
59386.95584,61963.77419,76899.58305
63151.2792,64137.1073,78064.26876
66915.60257,66310.44041,79228.95446
70679.92594,68483.77352,80393.64016
74444.2493,70657.10662,81558.32587
78341.36362,72907.10662,81558.32587
82671.49064,75407.10662,81558.32587
87001.61766,77907.10662,81558.32587
91331.74468,80407.10662,81558.32587
95661.8717,82907.10662,81558.32587
99991.99872,85407.10662,81558.32587
104322.1257,87907.10662,81558.32587
108652.2528,90407.10662,81558.32587
112982.3798,92907.10662,81558.32587
117312.5068,95407.10662,81558.32587
121642.6338,97907.10662,81558.32587
125972.7608,100407.1066,81558.32587
130302.8878,102907.1066,81558.32587
134633.0149,105407.1066,81558.32587
138815.5964,107821.9212,80264.23064
142998.1779,110236.7358,78970.13541
147180.7594,112651.5503,77676.04019
151363.3409,115066.3649,76381.94496
